timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1764710625009,203,GET - Filmes,200,OK,Thread Group 1-1,text,true,,540,158,100,100,http://localhost:3000/api/filmes,203,0,1
1764710625009,203,GET - Filmes,200,OK,Thread Group 1-3,text,true,,540,158,100,100,http://localhost:3000/api/filmes,203,0,1
1764710625009,204,GET - Filmes,200,OK,Thread Group 1-100,text,true,,540,158,100,100,http://localhost:3000/api/filmes,204,0,1
1764710625009,204,GET - Filmes,200,OK,Thread Group 1-2,text,true,,540,158,100,100,http://localhost:3000/api/filmes,204,0,1
1764710625011,202,GET - Filmes,200,OK,Thread Group 1-8,text,true,,540,158,100,100,http://localhost:3000/api/filmes,202,0,0
1764710625009,205,GET - Filmes,200,OK,Thread Group 1-4,text,true,,540,158,100,100,http://localhost:3000/api/filmes,205,0,2
1764710625011,203,GET - Filmes,200,OK,Thread Group 1-9,text,true,,540,158,100,100,http://localhost:3000/api/filmes,203,0,0
1764710625010,204,GET - Filmes,200,OK,Thread Group 1-5,text,true,,540,158,100,100,http://localhost:3000/api/filmes,204,0,1
1764710625010,205,GET - Filmes,200,OK,Thread Group 1-7,text,true,,540,158,100,100,http://localhost:3000/api/filmes,205,0,1
1764710625009,206,GET - Filmes,200,OK,Thread Group 1-6,text,true,,540,158,100,100,http://localhost:3000/api/filmes,206,0,2
1764710625011,204,GET - Filmes,200,OK,Thread Group 1-10,text,true,,540,158,100,100,http://localhost:3000/api/filmes,204,0,0
1764710625011,204,GET - Filmes,200,OK,Thread Group 1-11,text,true,,540,158,100,100,http://localhost:3000/api/filmes,204,0,0
1764710625012,203,GET - Filmes,200,OK,Thread Group 1-13,text,true,,540,158,100,100,http://localhost:3000/api/filmes,203,0,0
1764710625012,204,GET - Filmes,200,OK,Thread Group 1-12,text,true,,540,158,100,100,http://localhost:3000/api/filmes,204,0,0
1764710625012,204,GET - Filmes,200,OK,Thread Group 1-15,text,true,,540,158,100,100,http://localhost:3000/api/filmes,204,0,0
1764710625012,205,GET - Filmes,200,OK,Thread Group 1-14,text,true,,540,158,100,100,http://localhost:3000/api/filmes,205,0,0
1764710625012,205,GET - Filmes,200,OK,Thread Group 1-16,text,true,,540,158,100,100,http://localhost:3000/api/filmes,205,0,0
1764710625012,206,GET - Filmes,200,OK,Thread Group 1-18,text,true,,540,158,100,100,http://localhost:3000/api/filmes,206,0,0
1764710625012,206,GET - Filmes,200,OK,Thread Group 1-17,text,true,,540,158,100,100,http://localhost:3000/api/filmes,206,0,0
1764710625013,205,GET - Filmes,200,OK,Thread Group 1-19,text,true,,540,158,100,100,http://localhost:3000/api/filmes,205,0,0
1764710625013,205,GET - Filmes,200,OK,Thread Group 1-20,text,true,,540,158,100,100,http://localhost:3000/api/filmes,205,0,0
1764710625013,206,GET - Filmes,200,OK,Thread Group 1-21,text,true,,540,158,100,100,http://localhost:3000/api/filmes,206,0,0
1764710625013,206,GET - Filmes,200,OK,Thread Group 1-22,text,true,,540,158,100,100,http://localhost:3000/api/filmes,206,0,0
1764710625013,206,GET - Filmes,200,OK,Thread Group 1-23,text,true,,540,158,100,100,http://localhost:3000/api/filmes,206,0,0
1764710625014,205,GET - Filmes,200,OK,Thread Group 1-24,text,true,,540,158,100,100,http://localhost:3000/api/filmes,205,0,0
1764710625014,205,GET - Filmes,200,OK,Thread Group 1-25,text,true,,540,158,100,100,http://localhost:3000/api/filmes,205,0,0
1764710625014,206,GET - Filmes,200,OK,Thread Group 1-26,text,true,,540,158,100,100,http://localhost:3000/api/filmes,206,0,0
1764710625014,206,GET - Filmes,200,OK,Thread Group 1-27,text,true,,540,158,100,100,http://localhost:3000/api/filmes,206,0,0
1764710625014,206,GET - Filmes,200,OK,Thread Group 1-28,text,true,,540,158,100,100,http://localhost:3000/api/filmes,206,0,0
1764710625015,205,GET - Filmes,200,OK,Thread Group 1-31,text,true,,540,158,100,100,http://localhost:3000/api/filmes,205,0,0
1764710625015,205,GET - Filmes,200,OK,Thread Group 1-33,text,true,,540,158,100,100,http://localhost:3000/api/filmes,205,0,0
1764710625015,205,GET - Filmes,200,OK,Thread Group 1-34,text,true,,540,158,100,100,http://localhost:3000/api/filmes,205,0,0
1764710625015,205,GET - Filmes,200,OK,Thread Group 1-30,text,true,,540,158,100,100,http://localhost:3000/api/filmes,205,0,0
1764710625015,207,GET - Filmes,200,OK,Thread Group 1-29,text,true,,540,158,100,100,http://localhost:3000/api/filmes,207,0,0
1764710625016,206,GET - Filmes,200,OK,Thread Group 1-35,text,true,,540,158,100,100,http://localhost:3000/api/filmes,206,0,0
1764710625016,206,GET - Filmes,200,OK,Thread Group 1-36,text,true,,540,158,100,100,http://localhost:3000/api/filmes,206,0,0
1764710625016,206,GET - Filmes,200,OK,Thread Group 1-39,text,true,,540,158,100,100,http://localhost:3000/api/filmes,206,0,0
1764710625017,205,GET - Filmes,200,OK,Thread Group 1-38,text,true,,540,158,100,100,http://localhost:3000/api/filmes,205,0,0
1764710625017,205,GET - Filmes,200,OK,Thread Group 1-32,text,true,,540,158,100,100,http://localhost:3000/api/filmes,205,0,0
1764710625017,205,GET - Filmes,200,OK,Thread Group 1-37,text,true,,540,158,100,100,http://localhost:3000/api/filmes,205,0,0
1764710625018,205,GET - Filmes,200,OK,Thread Group 1-40,text,true,,540,158,100,100,http://localhost:3000/api/filmes,205,0,0
1764710625018,205,GET - Filmes,200,OK,Thread Group 1-42,text,true,,540,158,100,100,http://localhost:3000/api/filmes,205,0,0
1764710625018,205,GET - Filmes,200,OK,Thread Group 1-41,text,true,,540,158,100,100,http://localhost:3000/api/filmes,205,0,0
1764710625018,205,GET - Filmes,200,OK,Thread Group 1-43,text,true,,540,158,100,100,http://localhost:3000/api/filmes,205,0,0
1764710625018,205,GET - Filmes,200,OK,Thread Group 1-44,text,true,,540,158,100,100,http://localhost:3000/api/filmes,205,0,0
1764710625018,205,GET - Filmes,200,OK,Thread Group 1-45,text,true,,540,158,100,100,http://localhost:3000/api/filmes,205,0,0
1764710625019,204,GET - Filmes,200,OK,Thread Group 1-47,text,true,,540,158,100,100,http://localhost:3000/api/filmes,204,0,0
1764710625019,205,GET - Filmes,200,OK,Thread Group 1-46,text,true,,540,158,100,100,http://localhost:3000/api/filmes,205,0,0
1764710625019,205,GET - Filmes,200,OK,Thread Group 1-48,text,true,,540,158,100,100,http://localhost:3000/api/filmes,205,0,0
1764710625019,205,GET - Filmes,200,OK,Thread Group 1-49,text,true,,540,158,100,100,http://localhost:3000/api/filmes,205,0,0
1764710625019,205,GET - Filmes,200,OK,Thread Group 1-51,text,true,,540,158,100,100,http://localhost:3000/api/filmes,205,0,0
1764710625019,205,GET - Filmes,200,OK,Thread Group 1-52,text,true,,540,158,100,100,http://localhost:3000/api/filmes,205,0,0
1764710625019,205,GET - Filmes,200,OK,Thread Group 1-50,text,true,,540,158,100,100,http://localhost:3000/api/filmes,205,0,0
1764710625020,204,GET - Filmes,200,OK,Thread Group 1-53,text,true,,540,158,100,100,http://localhost:3000/api/filmes,204,0,0
1764710625020,206,GET - Filmes,200,OK,Thread Group 1-55,text,true,,540,158,100,100,http://localhost:3000/api/filmes,206,0,0
1764710625020,206,GET - Filmes,200,OK,Thread Group 1-56,text,true,,540,158,100,100,http://localhost:3000/api/filmes,206,0,0
1764710625020,206,GET - Filmes,200,OK,Thread Group 1-54,text,true,,540,158,100,100,http://localhost:3000/api/filmes,206,0,0
1764710625020,206,GET - Filmes,200,OK,Thread Group 1-57,text,true,,540,158,100,100,http://localhost:3000/api/filmes,206,0,0
1764710625020,206,GET - Filmes,200,OK,Thread Group 1-59,text,true,,540,158,100,100,http://localhost:3000/api/filmes,206,0,0
1764710625020,206,GET - Filmes,200,OK,Thread Group 1-58,text,true,,540,158,100,100,http://localhost:3000/api/filmes,206,0,0
1764710625020,207,GET - Filmes,200,OK,Thread Group 1-60,text,true,,540,158,100,100,http://localhost:3000/api/filmes,207,0,1
1764710625021,206,GET - Filmes,200,OK,Thread Group 1-61,text,true,,540,158,100,100,http://localhost:3000/api/filmes,206,0,0
1764710625021,206,GET - Filmes,200,OK,Thread Group 1-63,text,true,,540,158,100,100,http://localhost:3000/api/filmes,206,0,0
1764710625021,206,GET - Filmes,200,OK,Thread Group 1-62,text,true,,540,158,100,100,http://localhost:3000/api/filmes,206,0,0
1764710625021,206,GET - Filmes,200,OK,Thread Group 1-64,text,true,,540,158,100,100,http://localhost:3000/api/filmes,206,0,0
1764710625021,207,GET - Filmes,200,OK,Thread Group 1-66,text,true,,540,158,100,100,http://localhost:3000/api/filmes,207,0,0
1764710625021,207,GET - Filmes,200,OK,Thread Group 1-65,text,true,,540,158,100,100,http://localhost:3000/api/filmes,207,0,0
1764710625021,207,GET - Filmes,200,OK,Thread Group 1-67,text,true,,540,158,100,100,http://localhost:3000/api/filmes,207,0,1
1764710625022,206,GET - Filmes,200,OK,Thread Group 1-69,text,true,,540,158,100,100,http://localhost:3000/api/filmes,206,0,0
1764710625022,206,GET - Filmes,200,OK,Thread Group 1-68,text,true,,540,158,100,100,http://localhost:3000/api/filmes,206,0,0
1764710625022,206,GET - Filmes,200,OK,Thread Group 1-70,text,true,,540,158,100,100,http://localhost:3000/api/filmes,206,0,0
1764710625022,207,GET - Filmes,200,OK,Thread Group 1-71,text,true,,540,158,100,100,http://localhost:3000/api/filmes,207,0,0
1764710625022,207,GET - Filmes,200,OK,Thread Group 1-72,text,true,,540,158,100,100,http://localhost:3000/api/filmes,207,0,0
1764710625022,207,GET - Filmes,200,OK,Thread Group 1-73,text,true,,540,158,100,100,http://localhost:3000/api/filmes,207,0,0
1764710625022,207,GET - Filmes,200,OK,Thread Group 1-74,text,true,,540,158,100,100,http://localhost:3000/api/filmes,207,0,0
1764710625023,208,GET - Filmes,200,OK,Thread Group 1-75,text,true,,540,158,100,100,http://localhost:3000/api/filmes,208,0,1
1764710625023,208,GET - Filmes,200,OK,Thread Group 1-77,text,true,,540,158,100,100,http://localhost:3000/api/filmes,208,0,1
1764710625024,207,GET - Filmes,200,OK,Thread Group 1-76,text,true,,540,158,100,100,http://localhost:3000/api/filmes,207,0,0
1764710625024,207,GET - Filmes,200,OK,Thread Group 1-78,text,true,,540,158,100,100,http://localhost:3000/api/filmes,207,0,0
1764710625024,207,GET - Filmes,200,OK,Thread Group 1-79,text,true,,540,158,100,100,http://localhost:3000/api/filmes,207,0,0
1764710625024,207,GET - Filmes,200,OK,Thread Group 1-81,text,true,,540,158,100,100,http://localhost:3000/api/filmes,207,0,0
1764710625025,206,GET - Filmes,200,OK,Thread Group 1-82,text,true,,540,158,100,100,http://localhost:3000/api/filmes,206,0,0
1764710625025,207,GET - Filmes,200,OK,Thread Group 1-83,text,true,,540,158,100,100,http://localhost:3000/api/filmes,207,0,0
1764710625025,207,GET - Filmes,200,OK,Thread Group 1-84,text,true,,540,158,100,100,http://localhost:3000/api/filmes,207,0,0
1764710625027,205,GET - Filmes,200,OK,Thread Group 1-85,text,true,,540,158,100,100,http://localhost:3000/api/filmes,205,0,0
1764710625027,205,GET - Filmes,200,OK,Thread Group 1-86,text,true,,540,158,100,100,http://localhost:3000/api/filmes,205,0,0
1764710625027,205,GET - Filmes,200,OK,Thread Group 1-80,text,true,,540,158,100,100,http://localhost:3000/api/filmes,205,0,0
1764710625027,205,GET - Filmes,200,OK,Thread Group 1-87,text,true,,540,158,100,100,http://localhost:3000/api/filmes,205,0,0
1764710625028,204,GET - Filmes,200,OK,Thread Group 1-88,text,true,,540,158,100,100,http://localhost:3000/api/filmes,204,0,0
1764710625028,205,GET - Filmes,200,OK,Thread Group 1-90,text,true,,540,158,100,100,http://localhost:3000/api/filmes,205,0,0
1764710625028,205,GET - Filmes,200,OK,Thread Group 1-89,text,true,,540,158,100,100,http://localhost:3000/api/filmes,205,0,0
1764710625028,205,GET - Filmes,200,OK,Thread Group 1-91,text,true,,540,158,100,100,http://localhost:3000/api/filmes,205,0,0
1764710625029,204,GET - Filmes,200,OK,Thread Group 1-93,text,true,,540,158,100,100,http://localhost:3000/api/filmes,204,0,0
1764710625029,204,GET - Filmes,200,OK,Thread Group 1-92,text,true,,540,158,100,100,http://localhost:3000/api/filmes,204,0,0
1764710625029,204,GET - Filmes,200,OK,Thread Group 1-94,text,true,,540,158,100,100,http://localhost:3000/api/filmes,204,0,0
1764710625029,204,GET - Filmes,200,OK,Thread Group 1-95,text,true,,540,158,100,100,http://localhost:3000/api/filmes,204,0,0
1764710625029,206,GET - Filmes,200,OK,Thread Group 1-96,text,true,,540,158,100,100,http://localhost:3000/api/filmes,206,0,1
1764710625030,205,GET - Filmes,200,OK,Thread Group 1-97,text,true,,540,158,100,100,http://localhost:3000/api/filmes,205,0,0
1764710625030,205,GET - Filmes,200,OK,Thread Group 1-98,text,true,,540,158,100,100,http://localhost:3000/api/filmes,205,0,0
1764710625030,205,GET - Filmes,200,OK,Thread Group 1-99,text,true,,540,158,100,100,http://localhost:3000/api/filmes,205,0,0
1764710625235,658,POST - Comprar,200,OK,Thread Group 1-8,text,true,,313,200,100,100,http://localhost:3000/api/comprar,658,0,0
1764710625235,1326,POST - Comprar,200,OK,Thread Group 1-2,text,true,,313,200,99,99,http://localhost:3000/api/comprar,1326,0,0
1764710625235,1992,POST - Comprar,200,OK,Thread Group 1-99,text,true,,312,200,98,98,http://localhost:3000/api/comprar,1992,0,0
1764710625235,2666,POST - Comprar,200,OK,Thread Group 1-1,text,true,,313,200,97,97,http://localhost:3000/api/comprar,2666,0,0
1764710625235,3338,POST - Comprar,200,OK,Thread Group 1-9,text,true,,312,200,96,96,http://localhost:3000/api/comprar,3338,0,0
1764710625235,4006,POST - Comprar,200,OK,Thread Group 1-5,text,true,,312,200,95,95,http://localhost:3000/api/comprar,4006,0,0
1764710625235,4680,POST - Comprar,200,OK,Thread Group 1-3,text,true,,312,200,94,94,http://localhost:3000/api/comprar,4680,0,0
1764710625235,5354,POST - Comprar,200,OK,Thread Group 1-100,text,true,,312,200,93,93,http://localhost:3000/api/comprar,5354,0,0
1764710625235,6032,POST - Comprar,200,OK,Thread Group 1-4,text,true,,312,200,92,92,http://localhost:3000/api/comprar,6032,0,0
1764710625235,6710,POST - Comprar,200,OK,Thread Group 1-7,text,true,,313,200,91,91,http://localhost:3000/api/comprar,6710,0,0
1764710625235,7386,POST - Comprar,200,OK,Thread Group 1-10,text,true,,312,200,90,90,http://localhost:3000/api/comprar,7386,0,0
1764710625235,8064,POST - Comprar,200,OK,Thread Group 1-6,text,true,,312,200,89,89,http://localhost:3000/api/comprar,8064,0,0
1764710625235,8744,POST - Comprar,200,OK,Thread Group 1-11,text,true,,312,200,88,88,http://localhost:3000/api/comprar,8744,0,0
1764710625236,9425,POST - Comprar,200,OK,Thread Group 1-13,text,true,,313,200,87,87,http://localhost:3000/api/comprar,9425,0,0
1764710625236,10108,POST - Comprar,200,OK,Thread Group 1-15,text,true,,312,200,86,86,http://localhost:3000/api/comprar,10108,0,0
1764710625236,10789,POST - Comprar,200,OK,Thread Group 1-12,text,true,,312,200,85,85,http://localhost:3000/api/comprar,10789,0,0
1764710625236,11473,POST - Comprar,200,OK,Thread Group 1-14,text,true,,312,200,84,84,http://localhost:3000/api/comprar,11473,0,0
1764710625236,12157,POST - Comprar,200,OK,Thread Group 1-16,text,true,,312,200,83,83,http://localhost:3000/api/comprar,12157,0,0
1764710625236,12843,POST - Comprar,200,OK,Thread Group 1-18,text,true,,312,200,82,82,http://localhost:3000/api/comprar,12843,0,0
1764710625236,13530,POST - Comprar,200,OK,Thread Group 1-17,text,true,,313,200,81,81,http://localhost:3000/api/comprar,13530,0,0
1764710625236,14217,POST - Comprar,200,OK,Thread Group 1-19,text,true,,313,200,80,80,http://localhost:3000/api/comprar,14217,0,0
1764710625236,14906,POST - Comprar,200,OK,Thread Group 1-20,text,true,,312,200,79,79,http://localhost:3000/api/comprar,14906,0,0
1764710625236,15594,POST - Comprar,200,OK,Thread Group 1-22,text,true,,312,200,78,78,http://localhost:3000/api/comprar,15594,0,0
1764710625236,16284,POST - Comprar,200,OK,Thread Group 1-21,text,true,,312,200,77,77,http://localhost:3000/api/comprar,16284,0,0
1764710625236,16974,POST - Comprar,200,OK,Thread Group 1-23,text,true,,313,200,76,76,http://localhost:3000/api/comprar,16974,0,0
1764710625236,17665,POST - Comprar,200,OK,Thread Group 1-24,text,true,,312,200,75,75,http://localhost:3000/api/comprar,17665,0,0
1764710625236,18358,POST - Comprar,200,OK,Thread Group 1-25,text,true,,313,200,74,74,http://localhost:3000/api/comprar,18358,0,0
1764710625236,19053,POST - Comprar,200,OK,Thread Group 1-27,text,true,,313,200,73,73,http://localhost:3000/api/comprar,19053,0,0
1764710625236,19759,POST - Comprar,200,OK,Thread Group 1-26,text,true,,312,200,72,72,http://localhost:3000/api/comprar,19759,0,0
1764710625236,20463,POST - Comprar,200,OK,Thread Group 1-28,text,true,,312,200,71,71,http://localhost:3000/api/comprar,20463,0,0
1764710625236,21132,POST - Comprar,200,OK,Thread Group 1-31,text,true,,313,200,70,70,http://localhost:3000/api/comprar,21132,0,0
1764710625236,21803,POST - Comprar,200,OK,Thread Group 1-33,text,true,,312,200,69,69,http://localhost:3000/api/comprar,21803,0,0
1764710625236,22471,POST - Comprar,200,OK,Thread Group 1-34,text,true,,313,200,68,68,http://localhost:3000/api/comprar,22471,0,0
1764710625236,23139,POST - Comprar,200,OK,Thread Group 1-30,text,true,,313,200,67,67,http://localhost:3000/api/comprar,23139,0,0
1764710625236,23808,POST - Comprar,200,OK,Thread Group 1-29,text,true,,312,200,66,66,http://localhost:3000/api/comprar,23808,0,0
1764710625236,24479,POST - Comprar,200,OK,Thread Group 1-35,text,true,,313,200,65,65,http://localhost:3000/api/comprar,24479,0,0
1764710625236,25145,POST - Comprar,200,OK,Thread Group 1-36,text,true,,312,200,64,64,http://localhost:3000/api/comprar,25145,0,0
1764710625236,25813,POST - Comprar,200,OK,Thread Group 1-39,text,true,,312,200,63,63,http://localhost:3000/api/comprar,25813,0,0
1764710625236,26484,POST - Comprar,200,OK,Thread Group 1-38,text,true,,313,200,62,62,http://localhost:3000/api/comprar,26483,0,0
1764710625236,27154,POST - Comprar,200,OK,Thread Group 1-32,text,true,,312,200,61,61,http://localhost:3000/api/comprar,27154,0,0
1764710625236,27825,POST - Comprar,200,OK,Thread Group 1-37,text,true,,313,200,60,60,http://localhost:3000/api/comprar,27825,0,0
1764710625236,28497,POST - Comprar,200,OK,Thread Group 1-40,text,true,,313,200,59,59,http://localhost:3000/api/comprar,28497,0,0
1764710625236,29170,POST - Comprar,200,OK,Thread Group 1-42,text,true,,312,200,58,58,http://localhost:3000/api/comprar,29170,0,0
1764710625236,29841,POST - Comprar,200,OK,Thread Group 1-41,text,true,,312,200,57,57,http://localhost:3000/api/comprar,29841,0,0
1764710625236,30512,POST - Comprar,200,OK,Thread Group 1-43,text,true,,313,200,56,56,http://localhost:3000/api/comprar,30512,0,0
1764710625236,31181,POST - Comprar,200,OK,Thread Group 1-44,text,true,,313,200,55,55,http://localhost:3000/api/comprar,31181,0,0
1764710625237,31850,POST - Comprar,200,OK,Thread Group 1-45,text,true,,312,200,54,54,http://localhost:3000/api/comprar,31850,0,0
1764710625237,32519,POST - Comprar,200,OK,Thread Group 1-48,text,true,,313,200,53,53,http://localhost:3000/api/comprar,32519,0,0
1764710625237,33193,POST - Comprar,200,OK,Thread Group 1-47,text,true,,312,200,52,52,http://localhost:3000/api/comprar,33193,0,0
1764710625237,33863,POST - Comprar,200,OK,Thread Group 1-46,text,true,,312,200,51,51,http://localhost:3000/api/comprar,33863,0,0
1764710625237,34535,POST - Comprar,200,OK,Thread Group 1-49,text,true,,313,200,50,50,http://localhost:3000/api/comprar,34535,0,0
1764710625237,35207,POST - Comprar,200,OK,Thread Group 1-52,text,true,,313,200,49,49,http://localhost:3000/api/comprar,35207,0,0
1764710625237,35878,POST - Comprar,200,OK,Thread Group 1-51,text,true,,312,200,48,48,http://localhost:3000/api/comprar,35878,0,0
1764710625237,36549,POST - Comprar,200,OK,Thread Group 1-50,text,true,,313,200,47,47,http://localhost:3000/api/comprar,36549,0,0
1764710625237,37222,POST - Comprar,200,OK,Thread Group 1-53,text,true,,313,200,46,46,http://localhost:3000/api/comprar,37222,0,0
1764710625237,37891,POST - Comprar,200,OK,Thread Group 1-55,text,true,,313,200,45,45,http://localhost:3000/api/comprar,37891,0,0
1764710625237,38563,POST - Comprar,200,OK,Thread Group 1-56,text,true,,312,200,44,44,http://localhost:3000/api/comprar,38563,0,0
1764710625237,39232,POST - Comprar,200,OK,Thread Group 1-54,text,true,,312,200,43,43,http://localhost:3000/api/comprar,39232,0,0
1764710625237,39903,POST - Comprar,200,OK,Thread Group 1-57,text,true,,312,200,42,42,http://localhost:3000/api/comprar,39903,0,0
1764710625237,40571,POST - Comprar,200,OK,Thread Group 1-59,text,true,,312,200,41,41,http://localhost:3000/api/comprar,40571,0,0
1764710625237,41237,POST - Comprar,200,OK,Thread Group 1-58,text,true,,313,200,40,40,http://localhost:3000/api/comprar,41237,0,0
1764710625237,41906,POST - Comprar,200,OK,Thread Group 1-60,text,true,,313,200,39,39,http://localhost:3000/api/comprar,41906,0,0
1764710625237,42572,POST - Comprar,200,OK,Thread Group 1-61,text,true,,313,200,38,38,http://localhost:3000/api/comprar,42572,0,0
1764710625237,43240,POST - Comprar,200,OK,Thread Group 1-63,text,true,,313,200,37,37,http://localhost:3000/api/comprar,43240,0,0
1764710625237,43908,POST - Comprar,200,OK,Thread Group 1-64,text,true,,312,200,36,36,http://localhost:3000/api/comprar,43908,0,0
1764710625237,44577,POST - Comprar,200,OK,Thread Group 1-62,text,true,,312,200,35,35,http://localhost:3000/api/comprar,44577,0,0
1764710625237,45243,POST - Comprar,200,OK,Thread Group 1-66,text,true,,312,200,34,34,http://localhost:3000/api/comprar,45243,0,0
1764710625237,45910,POST - Comprar,200,OK,Thread Group 1-65,text,true,,312,200,33,33,http://localhost:3000/api/comprar,45910,0,0
1764710625237,46579,POST - Comprar,200,OK,Thread Group 1-67,text,true,,312,200,32,32,http://localhost:3000/api/comprar,46578,0,0
1764710625237,47242,POST - Comprar,200,OK,Thread Group 1-69,text,true,,313,200,31,31,http://localhost:3000/api/comprar,47242,0,0
1764710625237,47906,POST - Comprar,200,OK,Thread Group 1-70,text,true,,312,200,30,30,http://localhost:3000/api/comprar,47906,0,0
1764710625237,48574,POST - Comprar,200,OK,Thread Group 1-68,text,true,,313,200,29,29,http://localhost:3000/api/comprar,48574,0,0
1764710625237,49240,POST - Comprar,200,OK,Thread Group 1-71,text,true,,312,200,28,28,http://localhost:3000/api/comprar,49240,0,0
1764710625237,49905,POST - Comprar,200,OK,Thread Group 1-72,text,true,,312,200,27,27,http://localhost:3000/api/comprar,49905,0,0
1764710625237,50567,POST - Comprar,200,OK,Thread Group 1-73,text,true,,312,200,26,26,http://localhost:3000/api/comprar,50567,0,0
1764710625237,51230,POST - Comprar,200,OK,Thread Group 1-75,text,true,,313,200,25,25,http://localhost:3000/api/comprar,51230,0,0
1764710625237,51892,POST - Comprar,200,OK,Thread Group 1-74,text,true,,312,200,24,24,http://localhost:3000/api/comprar,51892,0,0
1764710625237,52554,POST - Comprar,200,OK,Thread Group 1-77,text,true,,312,200,23,23,http://localhost:3000/api/comprar,52554,0,0
1764710625237,53217,POST - Comprar,200,OK,Thread Group 1-76,text,true,,312,200,22,22,http://localhost:3000/api/comprar,53217,0,0
1764710625238,53877,POST - Comprar,200,OK,Thread Group 1-78,text,true,,312,200,21,21,http://localhost:3000/api/comprar,53877,0,0
1764710625238,54540,POST - Comprar,200,OK,Thread Group 1-79,text,true,,312,200,20,20,http://localhost:3000/api/comprar,54540,0,0
1764710625238,55201,POST - Comprar,200,OK,Thread Group 1-81,text,true,,313,200,19,19,http://localhost:3000/api/comprar,55201,0,0
1764710625238,55863,POST - Comprar,200,OK,Thread Group 1-82,text,true,,313,200,18,18,http://localhost:3000/api/comprar,55863,0,0
1764710625238,56525,POST - Comprar,200,OK,Thread Group 1-83,text,true,,313,200,17,17,http://localhost:3000/api/comprar,56525,0,0
1764710625238,57190,POST - Comprar,200,OK,Thread Group 1-84,text,true,,313,200,16,16,http://localhost:3000/api/comprar,57190,0,0
1764710625238,57853,POST - Comprar,200,OK,Thread Group 1-85,text,true,,313,200,15,15,http://localhost:3000/api/comprar,57853,0,0
1764710625238,58516,POST - Comprar,200,OK,Thread Group 1-86,text,true,,313,200,14,14,http://localhost:3000/api/comprar,58516,0,0
1764710625238,59182,POST - Comprar,200,OK,Thread Group 1-80,text,true,,312,200,13,13,http://localhost:3000/api/comprar,59182,0,0
1764710625238,59845,POST - Comprar,200,OK,Thread Group 1-87,text,true,,313,200,12,12,http://localhost:3000/api/comprar,59845,0,0
1764710625238,60493,POST - Comprar,200,OK,Thread Group 1-88,text,true,,312,200,11,11,http://localhost:3000/api/comprar,60493,0,0
1764710625238,61141,POST - Comprar,200,OK,Thread Group 1-90,text,true,,313,200,10,10,http://localhost:3000/api/comprar,61141,0,0
1764710625238,61788,POST - Comprar,200,OK,Thread Group 1-89,text,true,,313,200,9,9,http://localhost:3000/api/comprar,61788,0,0
1764710625238,62433,POST - Comprar,200,OK,Thread Group 1-91,text,true,,312,200,8,8,http://localhost:3000/api/comprar,62433,0,0
1764710625238,63079,POST - Comprar,200,OK,Thread Group 1-93,text,true,,312,200,7,7,http://localhost:3000/api/comprar,63079,0,0
1764710625238,63727,POST - Comprar,200,OK,Thread Group 1-92,text,true,,313,200,6,6,http://localhost:3000/api/comprar,63727,0,0
1764710625238,64373,POST - Comprar,200,OK,Thread Group 1-94,text,true,,313,200,5,5,http://localhost:3000/api/comprar,64373,0,0
1764710625238,65025,POST - Comprar,200,OK,Thread Group 1-95,text,true,,313,200,4,4,http://localhost:3000/api/comprar,65025,0,0
1764710625238,65678,POST - Comprar,200,OK,Thread Group 1-96,text,true,,312,200,3,3,http://localhost:3000/api/comprar,65678,0,0
1764710625238,66325,POST - Comprar,200,OK,Thread Group 1-97,text,true,,312,200,2,2,http://localhost:3000/api/comprar,66325,0,0
1764710625238,66976,POST - Comprar,200,OK,Thread Group 1-98,text,true,,313,200,1,1,http://localhost:3000/api/comprar,66976,0,0
